"qseqid","sseqid","pident","qcovs","qseqlen","sseqlen","alignlen","PrimerGroup","Isolate","All_equal"
"OG0003178primerGroup6-PNUSAS000559","OG0003178primerGroup6-2016K0167",100,100,160,160,160,"OG0003178primerGroup6","2016K0167",TRUE
"OG0003178primerGroup6-PNUSAS000559","OG0003178primerGroup6-2013K1153",100,100,160,160,160,"OG0003178primerGroup6","2013K1153",TRUE
"OG0002890primerGroup8-PNUSAS000559","OG0002890primerGroup8-2016K0167",100,100,199,199,199,"OG0002890primerGroup8","2016K0167",TRUE
"OG0002890primerGroup8-PNUSAS000559","OG0002890primerGroup8-2013K1153",100,100,199,199,199,"OG0002890primerGroup8","2013K1153",TRUE
"OG0002890primerGroup8-PNUSAS000559","OG0002890primerGroup8-2010K1649",100,100,199,199,199,"OG0002890primerGroup8","2010K1649",TRUE
"OG0001460primerGroup4-PNUSAS000559","OG0001460primerGroup4-2010K1649",100,100,187,187,187,"OG0001460primerGroup4","2010K1649",TRUE
"OG0002473primerGroup4-PNUSAS000559","OG0002473primerGroup4-2016K0167",100,100,201,201,201,"OG0002473primerGroup4","2016K0167",TRUE
"OG0002473primerGroup4-PNUSAS000559","OG0002473primerGroup4-2010K1649",100,100,201,201,201,"OG0002473primerGroup4","2010K1649",TRUE
"OG0000974primerGroup5-PNUSAS000559","OG0000974primerGroup5-2016K0167",100,100,172,172,172,"OG0000974primerGroup5","2016K0167",TRUE
"OG0000974primerGroup5-PNUSAS000559","OG0000974primerGroup5-2015K0074",100,100,172,172,172,"OG0000974primerGroup5","2015K0074",TRUE
"OG0000974primerGroup5-PNUSAS000559","OG0000974primerGroup5-2014K0527",100,100,172,172,172,"OG0000974primerGroup5","2014K0527",TRUE
"OG0000974primerGroup5-PNUSAS000559","OG0000974primerGroup5-2013K1153",100,100,172,172,172,"OG0000974primerGroup5","2013K1153",TRUE
"OG0000974primerGroup5-PNUSAS000559","OG0000974primerGroup5-2013K1067",100,100,172,172,172,"OG0000974primerGroup5","2013K1067",TRUE
"OG0000974primerGroup5-PNUSAS000559","OG0000974primerGroup5-2013K0463",100,100,172,172,172,"OG0000974primerGroup5","2013K0463",TRUE
"OG0000974primerGroup5-PNUSAS000559","OG0000974primerGroup5-2010K1649",100,100,172,172,172,"OG0000974primerGroup5","2010K1649",TRUE
"OG0000974primerGroup5-PNUSAS000559","OG0000974primerGroup5-2010K0968",100,100,172,172,172,"OG0000974primerGroup5","2010K0968",TRUE
"OG0001817primerGroup7-PNUSAS000559","OG0001817primerGroup7-2016K0167",100,100,185,185,185,"OG0001817primerGroup7","2016K0167",TRUE
"OG0001817primerGroup7-PNUSAS000559","OG0001817primerGroup7-2013K1153",100,100,185,185,185,"OG0001817primerGroup7","2013K1153",TRUE
"OG0001095primerGroup0-PNUSAS000559","OG0001095primerGroup0-2014K0527",100,100,163,163,163,"OG0001095primerGroup0","2014K0527",TRUE
"OG0001095primerGroup0-PNUSAS000559","OG0001095primerGroup0-2013K1246",100,100,163,163,163,"OG0001095primerGroup0","2013K1246",TRUE
"OG0001095primerGroup0-PNUSAS000559","OG0001095primerGroup0-2011K0222",100,100,163,163,163,"OG0001095primerGroup0","2011K0222",TRUE
"OG0001095primerGroup0-PNUSAS000559","OG0001095primerGroup0-2010K0968",100,100,163,163,163,"OG0001095primerGroup0","2010K0968",TRUE
"OG0002428primerGroup3-PNUSAS000559","OG0002428primerGroup3-AR0409",100,100,161,161,161,"OG0002428primerGroup3","AR0409",TRUE
"OG0002428primerGroup3-PNUSAS000559","OG0002428primerGroup3-2016K0878",100,100,161,161,161,"OG0002428primerGroup3","2016K0878",TRUE
"OG0002428primerGroup3-PNUSAS000559","OG0002428primerGroup3-2015K0074",100,100,161,161,161,"OG0002428primerGroup3","2015K0074",TRUE
"OG0002428primerGroup3-PNUSAS000559","OG0002428primerGroup3-2014K0979",100,100,161,161,161,"OG0002428primerGroup3","2014K0979",TRUE
"OG0002428primerGroup3-PNUSAS000559","OG0002428primerGroup3-2014K0527",100,100,161,161,161,"OG0002428primerGroup3","2014K0527",TRUE
"OG0002428primerGroup3-PNUSAS000559","OG0002428primerGroup3-2014K0421",100,100,161,161,161,"OG0002428primerGroup3","2014K0421",TRUE
"OG0002428primerGroup3-PNUSAS000559","OG0002428primerGroup3-2013K1828",100,100,161,161,161,"OG0002428primerGroup3","2013K1828",TRUE
"OG0002428primerGroup3-PNUSAS000559","OG0002428primerGroup3-2013K1246",100,100,161,161,161,"OG0002428primerGroup3","2013K1246",TRUE
"OG0002428primerGroup3-PNUSAS000559","OG0002428primerGroup3-2013K1153",100,100,161,161,161,"OG0002428primerGroup3","2013K1153",TRUE
"OG0002428primerGroup3-PNUSAS000559","OG0002428primerGroup3-2013K1067",100,100,161,161,161,"OG0002428primerGroup3","2013K1067",TRUE
"OG0002428primerGroup3-PNUSAS000559","OG0002428primerGroup3-2013K0676",100,100,161,161,161,"OG0002428primerGroup3","2013K0676",TRUE
"OG0002428primerGroup3-PNUSAS000559","OG0002428primerGroup3-2011K0222",100,100,161,161,161,"OG0002428primerGroup3","2011K0222",TRUE
"OG0002428primerGroup3-PNUSAS000559","OG0002428primerGroup3-2011K0052",100,100,161,161,161,"OG0002428primerGroup3","2011K0052",TRUE
"OG0002428primerGroup3-PNUSAS000559","OG0002428primerGroup3-2010K2370",100,100,161,161,161,"OG0002428primerGroup3","2010K2370",TRUE
"OG0002428primerGroup3-PNUSAS000559","OG0002428primerGroup3-2010K1649",100,100,161,161,161,"OG0002428primerGroup3","2010K1649",TRUE
"OG0002428primerGroup3-PNUSAS000559","OG0002428primerGroup3-2010K0968",100,100,161,161,161,"OG0002428primerGroup3","2010K0968",TRUE
"OG0002428primerGroup3-PNUSAS000559","OG0002428primerGroup3-080810",100,100,161,161,161,"OG0002428primerGroup3","080810",TRUE
"OG0003179primerGroup2-PNUSAS000559","OG0003179primerGroup2-2014K0527",100,100,147,147,147,"OG0003179primerGroup2","2014K0527",TRUE
"OG0003179primerGroup2-PNUSAS000559","OG0003179primerGroup2-2013K1828",100,100,147,147,147,"OG0003179primerGroup2","2013K1828",TRUE
"OG0003179primerGroup2-PNUSAS000559","OG0003179primerGroup2-2013K1246",100,100,147,147,147,"OG0003179primerGroup2","2013K1246",TRUE
"OG0003179primerGroup2-PNUSAS000559","OG0003179primerGroup2-2013K1153",100,100,147,147,147,"OG0003179primerGroup2","2013K1153",TRUE
"OG0003179primerGroup2-PNUSAS000559","OG0003179primerGroup2-2013K1067",100,100,147,147,147,"OG0003179primerGroup2","2013K1067",TRUE
"OG0003179primerGroup2-PNUSAS000559","OG0003179primerGroup2-2013K0463",100,100,147,147,147,"OG0003179primerGroup2","2013K0463",TRUE
"OG0003179primerGroup2-PNUSAS000559","OG0003179primerGroup2-2011K0222",100,100,147,147,147,"OG0003179primerGroup2","2011K0222",TRUE
"OG0003179primerGroup2-PNUSAS000559","OG0003179primerGroup2-2010K0968",100,100,147,147,147,"OG0003179primerGroup2","2010K0968",TRUE
"OG0003179primerGroup2-PNUSAS000559","OG0003179primerGroup2-080810",100,100,147,147,147,"OG0003179primerGroup2","080810",TRUE
"OG0003407primerGroup4-PNUSAS000559","OG0003407primerGroup4-2016K0167",100,100,169,169,169,"OG0003407primerGroup4","2016K0167",TRUE
"OG0003407primerGroup4-PNUSAS000559","OG0003407primerGroup4-2013K1067",100,100,169,169,169,"OG0003407primerGroup4","2013K1067",TRUE
"OG0003407primerGroup4-PNUSAS000559","OG0003407primerGroup4-2010K1649",100,100,169,169,169,"OG0003407primerGroup4","2010K1649",TRUE
"OG0001960primerGroup0-PNUSAS000559","OG0001960primerGroup0-2016K0167",100,100,184,184,184,"OG0001960primerGroup0","2016K0167",TRUE
"OG0001960primerGroup0-PNUSAS000559","OG0001960primerGroup0-2013K1153",100,100,184,184,184,"OG0001960primerGroup0","2013K1153",TRUE
"OG0001960primerGroup0-PNUSAS000559","OG0001960primerGroup0-2010K1649",100,100,184,184,184,"OG0001960primerGroup0","2010K1649",TRUE
"OG0002719primerGroup7-PNUSAS000559","OG0002719primerGroup7-AR0409",100,100,175,175,175,"OG0002719primerGroup7","AR0409",TRUE
"OG0002719primerGroup7-PNUSAS000559","OG0002719primerGroup7-2016K0167",100,100,175,175,175,"OG0002719primerGroup7","2016K0167",TRUE
"OG0002719primerGroup7-PNUSAS000559","OG0002719primerGroup7-2014K0979",100,100,175,175,175,"OG0002719primerGroup7","2014K0979",TRUE
"OG0002719primerGroup7-PNUSAS000559","OG0002719primerGroup7-2014K0421",100,100,175,175,175,"OG0002719primerGroup7","2014K0421",TRUE
"OG0002719primerGroup7-PNUSAS000559","OG0002719primerGroup7-2013K0676",100,100,175,175,175,"OG0002719primerGroup7","2013K0676",TRUE
"OG0002719primerGroup7-PNUSAS000559","OG0002719primerGroup7-2011K0052",100,100,175,175,175,"OG0002719primerGroup7","2011K0052",TRUE
"OG0002719primerGroup7-PNUSAS000559","OG0002719primerGroup7-2010K2370",100,100,175,175,175,"OG0002719primerGroup7","2010K2370",TRUE
"OG0002719primerGroup7-PNUSAS000559","OG0002719primerGroup7-2010K1649",100,100,175,175,175,"OG0002719primerGroup7","2010K1649",TRUE
"OG0001625primerGroup1-PNUSAS000559","OG0001625primerGroup1-2016K0167",100,100,143,143,143,"OG0001625primerGroup1","2016K0167",TRUE
"OG0001625primerGroup1-PNUSAS000559","OG0001625primerGroup1-2013K1153",100,100,143,143,143,"OG0001625primerGroup1","2013K1153",TRUE
"OG0003535primerGroup5-PNUSAS000559","OG0003535primerGroup5-2016K0167",100,100,173,173,173,"OG0003535primerGroup5","2016K0167",TRUE
"OG0003535primerGroup5-PNUSAS000559","OG0003535primerGroup5-2015K0074",100,100,173,173,173,"OG0003535primerGroup5","2015K0074",TRUE
"OG0003535primerGroup5-PNUSAS000559","OG0003535primerGroup5-2014K0979",100,100,173,173,173,"OG0003535primerGroup5","2014K0979",TRUE
"OG0003535primerGroup5-PNUSAS000559","OG0003535primerGroup5-2014K0421",100,100,173,173,173,"OG0003535primerGroup5","2014K0421",TRUE
"OG0003535primerGroup5-PNUSAS000559","OG0003535primerGroup5-2013K1828",100,100,173,173,173,"OG0003535primerGroup5","2013K1828",TRUE
"OG0003535primerGroup5-PNUSAS000559","OG0003535primerGroup5-2013K1153",100,100,173,173,173,"OG0003535primerGroup5","2013K1153",TRUE
"OG0003535primerGroup5-PNUSAS000559","OG0003535primerGroup5-2011K0222",100,100,173,173,173,"OG0003535primerGroup5","2011K0222",TRUE
"OG0003535primerGroup5-PNUSAS000559","OG0003535primerGroup5-2010K2370",100,100,173,173,173,"OG0003535primerGroup5","2010K2370",TRUE
"OG0003535primerGroup5-PNUSAS000559","OG0003535primerGroup5-2010K1649",100,100,173,173,173,"OG0003535primerGroup5","2010K1649",TRUE
"OG0003535primerGroup5-PNUSAS000559","OG0003535primerGroup5-080810",100,100,173,173,173,"OG0003535primerGroup5","080810",TRUE
"OG0001044primerGroup8-PNUSAS000559","OG0001044primerGroup8-2016K0878",100,100,199,199,199,"OG0001044primerGroup8","2016K0878",TRUE
"OG0001044primerGroup8-PNUSAS000559","OG0001044primerGroup8-2014K0979",100,100,199,199,199,"OG0001044primerGroup8","2014K0979",TRUE
"OG0001044primerGroup8-PNUSAS000559","OG0001044primerGroup8-2014K0421",100,100,199,199,199,"OG0001044primerGroup8","2014K0421",TRUE
"OG0001044primerGroup8-PNUSAS000559","OG0001044primerGroup8-2013K1246",100,100,199,199,199,"OG0001044primerGroup8","2013K1246",TRUE
"OG0001044primerGroup8-PNUSAS000559","OG0001044primerGroup8-2013K1153",100,100,199,199,199,"OG0001044primerGroup8","2013K1153",TRUE
"OG0001044primerGroup8-PNUSAS000559","OG0001044primerGroup8-2013K0463",100,100,199,199,199,"OG0001044primerGroup8","2013K0463",TRUE
"OG0001044primerGroup8-PNUSAS000559","OG0001044primerGroup8-2011K0222",100,100,199,199,199,"OG0001044primerGroup8","2011K0222",TRUE
"OG0001044primerGroup8-PNUSAS000559","OG0001044primerGroup8-2010K2370",100,100,199,199,199,"OG0001044primerGroup8","2010K2370",TRUE
"OG0003247primerGroup0-PNUSAS000559","OG0003247primerGroup0-AR0409",100,100,157,157,157,"OG0003247primerGroup0","AR0409",TRUE
"OG0003247primerGroup0-PNUSAS000559","OG0003247primerGroup0-2014K0979",100,100,157,157,157,"OG0003247primerGroup0","2014K0979",TRUE
"OG0003247primerGroup0-PNUSAS000559","OG0003247primerGroup0-2014K0527",100,100,157,157,157,"OG0003247primerGroup0","2014K0527",TRUE
"OG0003247primerGroup0-PNUSAS000559","OG0003247primerGroup0-2014K0421",100,100,157,157,157,"OG0003247primerGroup0","2014K0421",TRUE
"OG0003247primerGroup0-PNUSAS000559","OG0003247primerGroup0-2013K1828",100,100,157,157,157,"OG0003247primerGroup0","2013K1828",TRUE
"OG0003247primerGroup0-PNUSAS000559","OG0003247primerGroup0-2013K1246",100,100,157,157,157,"OG0003247primerGroup0","2013K1246",TRUE
"OG0003247primerGroup0-PNUSAS000559","OG0003247primerGroup0-2013K1153",100,100,157,157,157,"OG0003247primerGroup0","2013K1153",TRUE
"OG0003247primerGroup0-PNUSAS000559","OG0003247primerGroup0-2013K1067",100,100,157,157,157,"OG0003247primerGroup0","2013K1067",TRUE
"OG0003247primerGroup0-PNUSAS000559","OG0003247primerGroup0-2013K0676",100,100,157,157,157,"OG0003247primerGroup0","2013K0676",TRUE
"OG0003247primerGroup0-PNUSAS000559","OG0003247primerGroup0-2013K0463",100,100,157,157,157,"OG0003247primerGroup0","2013K0463",TRUE
"OG0003247primerGroup0-PNUSAS000559","OG0003247primerGroup0-2011K0222",100,100,157,157,157,"OG0003247primerGroup0","2011K0222",TRUE
"OG0003247primerGroup0-PNUSAS000559","OG0003247primerGroup0-2011K0052",100,100,157,157,157,"OG0003247primerGroup0","2011K0052",TRUE
"OG0003247primerGroup0-PNUSAS000559","OG0003247primerGroup0-2010K2370",100,100,157,157,157,"OG0003247primerGroup0","2010K2370",TRUE
"OG0003247primerGroup0-PNUSAS000559","OG0003247primerGroup0-2010K0968",100,100,157,157,157,"OG0003247primerGroup0","2010K0968",TRUE
"OG0003247primerGroup0-PNUSAS000559","OG0003247primerGroup0-080810",100,100,157,157,157,"OG0003247primerGroup0","080810",TRUE
"OG0001688primerGroup2-PNUSAS000559","OG0001688primerGroup2-2016K0167",100,100,153,153,153,"OG0001688primerGroup2","2016K0167",TRUE
"OG0001688primerGroup2-PNUSAS000559","OG0001688primerGroup2-2013K1153",100,100,153,153,153,"OG0001688primerGroup2","2013K1153",TRUE
"OG0001688primerGroup2-PNUSAS000559","OG0001688primerGroup2-2010K1649",100,100,153,153,153,"OG0001688primerGroup2","2010K1649",TRUE
"OG0002512primerGroup5-PNUSAS000559","OG0002512primerGroup5-AR0409",100,100,142,142,142,"OG0002512primerGroup5","AR0409",TRUE
"OG0002512primerGroup5-PNUSAS000559","OG0002512primerGroup5-2016K0167",100,100,142,142,142,"OG0002512primerGroup5","2016K0167",TRUE
"OG0002512primerGroup5-PNUSAS000559","OG0002512primerGroup5-2013K1246",100,100,142,142,142,"OG0002512primerGroup5","2013K1246",TRUE
"OG0002512primerGroup5-PNUSAS000559","OG0002512primerGroup5-2013K1153",100,100,142,142,142,"OG0002512primerGroup5","2013K1153",TRUE
"OG0002512primerGroup5-PNUSAS000559","OG0002512primerGroup5-2013K1067",100,100,142,142,142,"OG0002512primerGroup5","2013K1067",TRUE
"OG0002512primerGroup5-PNUSAS000559","OG0002512primerGroup5-2013K0676",100,100,142,142,142,"OG0002512primerGroup5","2013K0676",TRUE
"OG0002512primerGroup5-PNUSAS000559","OG0002512primerGroup5-2011K0222",100,100,142,142,142,"OG0002512primerGroup5","2011K0222",TRUE
"OG0002512primerGroup5-PNUSAS000559","OG0002512primerGroup5-2011K0052",100,100,142,142,142,"OG0002512primerGroup5","2011K0052",TRUE
"OG0002519primerGroup3-PNUSAS000559","OG0002519primerGroup3-AR0409",100,100,163,163,163,"OG0002519primerGroup3","AR0409",TRUE
"OG0002519primerGroup3-PNUSAS000559","OG0002519primerGroup3-2016K0878",100,100,163,163,163,"OG0002519primerGroup3","2016K0878",TRUE
"OG0002519primerGroup3-PNUSAS000559","OG0002519primerGroup3-2015K0074",100,100,163,163,163,"OG0002519primerGroup3","2015K0074",TRUE
"OG0002519primerGroup3-PNUSAS000559","OG0002519primerGroup3-2014K0527",100,100,163,163,163,"OG0002519primerGroup3","2014K0527",TRUE
"OG0002519primerGroup3-PNUSAS000559","OG0002519primerGroup3-2013K1828",100,100,163,163,163,"OG0002519primerGroup3","2013K1828",TRUE
"OG0002519primerGroup3-PNUSAS000559","OG0002519primerGroup3-2013K1246",100,100,163,163,163,"OG0002519primerGroup3","2013K1246",TRUE
"OG0002519primerGroup3-PNUSAS000559","OG0002519primerGroup3-2013K1153",100,100,163,163,163,"OG0002519primerGroup3","2013K1153",TRUE
"OG0002519primerGroup3-PNUSAS000559","OG0002519primerGroup3-2013K0676",100,100,163,163,163,"OG0002519primerGroup3","2013K0676",TRUE
"OG0002519primerGroup3-PNUSAS000559","OG0002519primerGroup3-2011K0052",100,100,163,163,163,"OG0002519primerGroup3","2011K0052",TRUE
"OG0002519primerGroup3-PNUSAS000559","OG0002519primerGroup3-2010K0968",100,100,163,163,163,"OG0002519primerGroup3","2010K0968",TRUE
"OG0002519primerGroup3-PNUSAS000559","OG0002519primerGroup3-080810",100,100,163,163,163,"OG0002519primerGroup3","080810",TRUE
"OG0002180primerGroup9-PNUSAS000559","OG0002180primerGroup9-AR0409",100,100,177,177,177,"OG0002180primerGroup9","AR0409",TRUE
"OG0002180primerGroup9-PNUSAS000559","OG0002180primerGroup9-2014K0527",100,100,177,177,177,"OG0002180primerGroup9","2014K0527",TRUE
"OG0002180primerGroup9-PNUSAS000559","OG0002180primerGroup9-2013K1828",100,100,177,177,177,"OG0002180primerGroup9","2013K1828",TRUE
"OG0002180primerGroup9-PNUSAS000559","OG0002180primerGroup9-2013K1246",100,100,177,177,177,"OG0002180primerGroup9","2013K1246",TRUE
"OG0002180primerGroup9-PNUSAS000559","OG0002180primerGroup9-2013K1153",100,100,177,177,177,"OG0002180primerGroup9","2013K1153",TRUE
"OG0002180primerGroup9-PNUSAS000559","OG0002180primerGroup9-2013K1067",100,100,177,177,177,"OG0002180primerGroup9","2013K1067",TRUE
"OG0002180primerGroup9-PNUSAS000559","OG0002180primerGroup9-2013K0676",100,100,177,177,177,"OG0002180primerGroup9","2013K0676",TRUE
"OG0002180primerGroup9-PNUSAS000559","OG0002180primerGroup9-2013K0463",100,100,177,177,177,"OG0002180primerGroup9","2013K0463",TRUE
"OG0002180primerGroup9-PNUSAS000559","OG0002180primerGroup9-2011K0052",100,100,177,177,177,"OG0002180primerGroup9","2011K0052",TRUE
"OG0002180primerGroup9-PNUSAS000559","OG0002180primerGroup9-2010K1649",100,100,177,177,177,"OG0002180primerGroup9","2010K1649",TRUE
"OG0002180primerGroup9-PNUSAS000559","OG0002180primerGroup9-2010K0968",100,100,177,177,177,"OG0002180primerGroup9","2010K0968",TRUE
"OG0002180primerGroup9-PNUSAS000559","OG0002180primerGroup9-080810",100,100,177,177,177,"OG0002180primerGroup9","080810",TRUE
"OG0001197primerGroup0-PNUSAS000559","OG0001197primerGroup0-2016K0167",100,100,152,152,152,"OG0001197primerGroup0","2016K0167",TRUE
"OG0002471primerGroup7-PNUSAS000559","OG0002471primerGroup7-2010K1649",100,100,139,139,139,"OG0002471primerGroup7","2010K1649",TRUE
"OG0000347primerGroup0-PNUSAS000559","OG0000347primerGroup0-2014K0979",100,100,157,157,157,"OG0000347primerGroup0","2014K0979",TRUE
"OG0000347primerGroup0-PNUSAS000559","OG0000347primerGroup0-2014K0421",100,100,157,157,157,"OG0000347primerGroup0","2014K0421",TRUE
"OG0000347primerGroup0-PNUSAS000559","OG0000347primerGroup0-2013K1153",100,100,157,157,157,"OG0000347primerGroup0","2013K1153",TRUE
"OG0000347primerGroup0-PNUSAS000559","OG0000347primerGroup0-2011K0222",100,100,157,157,157,"OG0000347primerGroup0","2011K0222",TRUE
"OG0000347primerGroup0-PNUSAS000559","OG0000347primerGroup0-2010K2370",100,100,157,157,157,"OG0000347primerGroup0","2010K2370",TRUE
"OG0001589primerGroup8-PNUSAS000559","OG0001589primerGroup8-2016K0167",100,100,151,151,151,"OG0001589primerGroup8","2016K0167",TRUE
"OG0001589primerGroup8-PNUSAS000559","OG0001589primerGroup8-2014K0979",100,100,151,151,151,"OG0001589primerGroup8","2014K0979",TRUE
"OG0001589primerGroup8-PNUSAS000559","OG0001589primerGroup8-2014K0421",100,100,151,151,151,"OG0001589primerGroup8","2014K0421",TRUE
"OG0001589primerGroup8-PNUSAS000559","OG0001589primerGroup8-2013K1828",100,100,151,151,151,"OG0001589primerGroup8","2013K1828",TRUE
"OG0001589primerGroup8-PNUSAS000559","OG0001589primerGroup8-2013K1067",100,100,151,151,151,"OG0001589primerGroup8","2013K1067",TRUE
"OG0001589primerGroup8-PNUSAS000559","OG0001589primerGroup8-2011K0222",100,100,151,151,151,"OG0001589primerGroup8","2011K0222",TRUE
"OG0001589primerGroup8-PNUSAS000559","OG0001589primerGroup8-2011K0052",100,100,151,151,151,"OG0001589primerGroup8","2011K0052",TRUE
"OG0001589primerGroup8-PNUSAS000559","OG0001589primerGroup8-2010K2370",100,100,151,151,151,"OG0001589primerGroup8","2010K2370",TRUE
"OG0001589primerGroup8-PNUSAS000559","OG0001589primerGroup8-080810",100,100,151,151,151,"OG0001589primerGroup8","080810",TRUE
"OG0002448primerGroup9-PNUSAS000559","OG0002448primerGroup9-AR0409",100,100,163,163,163,"OG0002448primerGroup9","AR0409",TRUE
"OG0002448primerGroup9-PNUSAS000559","OG0002448primerGroup9-2015K0074",100,100,163,163,163,"OG0002448primerGroup9","2015K0074",TRUE
"OG0002448primerGroup9-PNUSAS000559","OG0002448primerGroup9-2014K0979",100,100,163,163,163,"OG0002448primerGroup9","2014K0979",TRUE
"OG0002448primerGroup9-PNUSAS000559","OG0002448primerGroup9-2014K0527",100,100,163,163,163,"OG0002448primerGroup9","2014K0527",TRUE
"OG0002448primerGroup9-PNUSAS000559","OG0002448primerGroup9-2014K0421",100,100,163,163,163,"OG0002448primerGroup9","2014K0421",TRUE
"OG0002448primerGroup9-PNUSAS000559","OG0002448primerGroup9-2013K1828",100,100,163,163,163,"OG0002448primerGroup9","2013K1828",TRUE
"OG0002448primerGroup9-PNUSAS000559","OG0002448primerGroup9-2013K1246",100,100,163,163,163,"OG0002448primerGroup9","2013K1246",TRUE
"OG0002448primerGroup9-PNUSAS000559","OG0002448primerGroup9-2013K0676",100,100,163,163,163,"OG0002448primerGroup9","2013K0676",TRUE
"OG0002448primerGroup9-PNUSAS000559","OG0002448primerGroup9-2013K0463",100,100,163,163,163,"OG0002448primerGroup9","2013K0463",TRUE
"OG0002448primerGroup9-PNUSAS000559","OG0002448primerGroup9-2011K0052",100,100,163,163,163,"OG0002448primerGroup9","2011K0052",TRUE
"OG0002448primerGroup9-PNUSAS000559","OG0002448primerGroup9-2010K2370",100,100,163,163,163,"OG0002448primerGroup9","2010K2370",TRUE
"OG0002448primerGroup9-PNUSAS000559","OG0002448primerGroup9-2010K1649",100,100,163,163,163,"OG0002448primerGroup9","2010K1649",TRUE
"OG0002448primerGroup9-PNUSAS000559","OG0002448primerGroup9-2010K0968",100,100,163,163,163,"OG0002448primerGroup9","2010K0968",TRUE
"OG0002448primerGroup9-PNUSAS000559","OG0002448primerGroup9-080810",100,100,163,163,163,"OG0002448primerGroup9","080810",TRUE
"OG0002171primerGroup1-PNUSAS000559","OG0002171primerGroup1-2014K0979",100,100,208,208,208,"OG0002171primerGroup1","2014K0979",TRUE
"OG0002171primerGroup1-PNUSAS000559","OG0002171primerGroup1-2014K0421",100,100,208,208,208,"OG0002171primerGroup1","2014K0421",TRUE
"OG0002171primerGroup1-PNUSAS000559","OG0002171primerGroup1-2013K1153",100,100,208,208,208,"OG0002171primerGroup1","2013K1153",TRUE
"OG0002171primerGroup1-PNUSAS000559","OG0002171primerGroup1-2010K2370",100,100,208,208,208,"OG0002171primerGroup1","2010K2370",TRUE
"OG0002171primerGroup1-PNUSAS000559","OG0002171primerGroup1-2010K1649",100,100,208,208,208,"OG0002171primerGroup1","2010K1649",TRUE
"OG0002550primerGroup0-PNUSAS000559","OG0002550primerGroup0-AR0409",100,100,182,182,182,"OG0002550primerGroup0","AR0409",TRUE
"OG0002550primerGroup0-PNUSAS000559","OG0002550primerGroup0-2016K0878",100,100,182,182,182,"OG0002550primerGroup0","2016K0878",TRUE
"OG0002550primerGroup0-PNUSAS000559","OG0002550primerGroup0-2016K0167",100,100,182,182,182,"OG0002550primerGroup0","2016K0167",TRUE
"OG0002550primerGroup0-PNUSAS000559","OG0002550primerGroup0-2015K0074",100,100,182,182,182,"OG0002550primerGroup0","2015K0074",TRUE
